/home/rs/24CS91R08/miniconda3/envs/venv/lib/python3.10/site-packages/torch/utils/data/dataloader.py:624: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(
[DEVICE] cuda
[GPU] NVIDIA L40 | VRAM 47.7GB
[MODEL] Loading processors...
[DATA] Building datasets...
[LLaVA-Instruct] 361411 samples
[GQA Train] 72140 unique image samples
[TextVQA] 34602 samples
[DATA] Total train samples: 468153
[MODEL] Loading CLIP (frozen)...

Loading weights:   0%|          | 0/199 [00:00<?, ?it/s]
Loading weights: 100%|██████████| 199/199 [00:00<00:00, 53572.95it/s]
[transformers] [1mCLIPVisionModel LOAD REPORT[0m from: openai/clip-vit-base-patch32
Key                                                          | Status     |  | 
-------------------------------------------------------------+------------+--+-
text_model.encoder.layers.{0...11}.mlp.fc2.weight            | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.mlp.fc2.bias              | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.k_proj.bias     | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.mlp.fc1.weight            | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.out_proj.bias   | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.out_proj.weight | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.layer_norm1.weight        | UNEXPECTED |  | 
text_model.embeddings.token_embedding.weight                 | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.layer_norm2.weight        | UNEXPECTED |  | 
logit_scale                                                  | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.k_proj.weight   | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.mlp.fc1.bias              | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.q_proj.weight   | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.v_proj.bias     | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.layer_norm1.bias          | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.v_proj.weight   | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.layer_norm2.bias          | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.q_proj.bias     | UNEXPECTED |  | 
text_model.final_layer_norm.bias                             | UNEXPECTED |  | 
text_model.embeddings.position_embedding.weight              | UNEXPECTED |  | 
text_model.final_layer_norm.weight                           | UNEXPECTED |  | 
text_projection.weight                                       | UNEXPECTED |  | 
visual_projection.weight                                     | UNEXPECTED |  | 

Notes:
- UNEXPECTED:	can be ignored when loading from different task/architecture; not ok if you expect identical arch.
[MODEL] Loading Qwen (trainable)...

Loading weights:   0%|          | 0/290 [00:00<?, ?it/s]
Loading weights: 100%|██████████| 290/290 [00:00<00:00, 8784.77it/s]
[MODEL] Building proj1 (768→896 via 2048)...
[MODEL] Trainable: 501.6M / Total: 589.1M params
[CKPT] Loading Stage 1 NoGemma proj1 from ../checkpoints/stage1_nogemma/stage1_nogemma_best.pt
  Stage 1 val loss was: 3.3411 (epoch 4)

============================================================
EPOCH 1/3
============================================================
[DATA] Starting train loop... (29259 batches)

[Epoch 1/3] Step 1/29259 | Loss 2.4323 (avg 2.4323) | Elapsed 2s | ETA 16h 35m 2s | Samples/s 8
[Epoch 1/3] Step 2/29259 | Loss 2.3175 (avg 2.3749) | Elapsed 2s | ETA 9h 19m 12s | Samples/s 14
[Epoch 1/3] Step 3/29259 | Loss 2.1766 (avg 2.3088) | Elapsed 2s | ETA 6h 54m 6s | Samples/s 19
[Epoch 1/3] Step 4/29259 | Loss 2.0188 (avg 2.2363) | Elapsed 2s | ETA 5h 41m 46s | Samples/s 23
[Epoch 1/3] Step 5/29259 | Loss 1.9850 (avg 2.1860) | Elapsed 3s | ETA 4h 58m 13s | Samples/s 26
[Epoch 1/3] Step 6/29259 | Loss 1.7622 (avg 2.1154) | Elapsed 3s | ETA 4h 28m 53s | Samples/s 29
[Epoch 1/3] Step 7/29259 | Loss 2.0026 (avg 2.0993) | Elapsed 3s | ETA 4h 8m 18s | Samples/s 31
[Epoch 1/3] Step 8/29259 | Loss 1.8931 (avg 2.0735) | Elapsed 3s | ETA 3h 52m 59s | Samples/s 33
[Epoch 1/3] Step 9/29259 | Loss 2.0541 (avg 2.0713) | Elapsed 4s | ETA 3h 40m 42s | Samples/s 35
[Epoch 1/3] Step 10/29259 | Loss 1.9273 (avg 2.0569) | Elapsed 4s | ETA 3h 31m 51s | Samples/s 37
[Epoch 1/3] Step 11/29259 | Loss 1.9455 (avg 2.0468) | Elapsed 4s | ETA 3h 24m 0s | Samples/s 38
[Epoch 1/3] Step 12/29259 | Loss 1.9111 (avg 2.0355) | Elapsed 4s | ETA 3h 17m 28s | Samples/s 39
[Epoch 1/3] Step 13/29259 | Loss 2.0584 (avg 2.0373) | Elapsed 5s | ETA 3h 11m 52s | Samples/s 41
[Epoch 1/3] Step 14/29259 | Loss 2.0300 (avg 2.0367) | Elapsed 5s | ETA 3h 7m 4s | Samples/s 42
[Epoch 1/3] Step 15/29259 | Loss 1.9909 (avg 2.0337) | Elapsed 5s | ETA 3h 2m 54s | Samples/s 43
[Epoch 1/3] Step 16/29259 | Loss 1.9813 (avg 2.0304) | Elapsed 5s | ETA 2h 59m 18s | Samples/s 43
[Epoch 1/3] Step 17/29259 | Loss 1.9250 (avg 2.0242) | Elapsed 6s | ETA 2h 56m 8s | Samples/s 44
[Epoch 1/3] Step 18/29259 | Loss 1.9144 (avg 2.0181) | Elapsed 6s | ETA 2h 53m 17s | Samples/s 45
[Epoch 1/3] Step 19/29259 | Loss 1.8824 (avg 2.0110) | Elapsed 6s | ETA 2h 50m 39s | Samples/s 46
[Epoch 1/3] Step 20/29259 | Loss 2.0650 (avg 2.0137) | Elapsed 6s | ETA 2h 48m 16s | Samples/s 46
[Epoch 1/3] Step 21/29259 | Loss 1.8275 (avg 2.0048) | Elapsed 7s | ETA 2h 46m 15s | Samples/s 47
[Epoch 1/3] Step 22/29259 | Loss 2.0655 (avg 2.0076) | Elapsed 7s | ETA 2h 44m 25s | Samples/s 47
[Epoch 1/3] Step 23/29259 | Loss 1.6450 (avg 1.9918) | Elapsed 7s | ETA 2h 42m 39s | Samples/s 48
[Epoch 1/3] Step 24/29259 | Loss 1.7473 (avg 1.9816) | Elapsed 7s | ETA 2h 40m 56s | Samples/s 48
[Epoch 1/3] Step 25/29259 | Loss 1.9045 (avg 1.9785) | Elapsed 8s | ETA 2h 39m 29s | Samples/s 49
[Epoch 1/3] Step 26/29259 | Loss 1.6638 (avg 1.9664) | Elapsed 8s | ETA 2h 38m 6s | Samples/s 49
[Epoch 1/3] Step 27/29259 | Loss 1.8156 (avg 1.9608) | Elapsed 8s | ETA 2h 36m 49s | Samples/s 50
[Epoch 1/3] Step 28/29259 | Loss 1.9502 (avg 1.9605) | Elapsed 8s | ETA 2h 35m 54s | Samples/s 50
[Epoch 1/3] Step 29/29259 | Loss 1.7580 (avg 1.9535) | Elapsed 9s | ETA 2h 34m 51s | Samples/s 50
[Epoch 1/3] Step 30/29259 | Loss 1.8370 (avg 1.9496) | Elapsed 9s | ETA 2h 33m 47s | Samples/s 51
[Epoch 1/3] Step 31/29259 | Loss 1.9479 (avg 1.9495) | Elapsed 9s | ETA 2h 32m 51s | Samples/s 51
[Epoch 1/3] Step 32/29259 | Loss 1.8260 (avg 1.9457) | Elapsed 9s | ETA 2h 31m 59s | Samples/s 51
[Epoch 1/3] Step 33/29259 | Loss 1.9202 (avg 1.9449) | Elapsed 10s | ETA 2h 31m 11s | Samples/s 52
[Epoch 1/3] Step 34/29259 | Loss 1.9966 (avg 1.9464) | Elapsed 10s | ETA 2h 30m 27s | Samples/s 52
[Epoch 1/3] Step 35/29259 | Loss 1.9546 (avg 1.9467) | Elapsed 10s | ETA 2h 29m 44s | Samples/s 52
[Epoch 1/3] Step 36/29259 | Loss 1.7582 (avg 1.9414) | Elapsed 11s | ETA 2h 28m 59s | Samples/s 52
[Epoch 1/3] Step 37/29259 | Loss 1.8423 (avg 1.9387) | Elapsed 11s | ETA 2h 28m 17s | Samples/s 53
[Epoch 1/3] Step 38/29259 | Loss 1.8552 (avg 1.9365) | Elapsed 11s | ETA 2h 27m 42s | Samples/s 53
[Epoch 1/3] Step 39/29259 | Loss 1.7951 (avg 1.9329) | Elapsed 11s | ETA 2h 27m 11s | Samples/s 53
[Epoch 1/3] Step 40/29259 | Loss 2.0334 (avg 1.9354) | Elapsed 12s | ETA 2h 26m 36s | Samples/s 53
[Epoch 1/3] Step 41/29259 | Loss 2.2293 (avg 1.9426) | Elapsed 12s | ETA 2h 26m 4s | Samples/s 53
[Epoch 1/3] Step 42/29259 | Loss 1.6561 (avg 1.9358) | Elapsed 12s | ETA 2h 25m 34s | Samples/s 54
[Epoch 1/3] Step 43/29259 | Loss 1.6534 (avg 1.9292) | Elapsed 12s | ETA 2h 25m 2s | Samples/s 54
[Epoch 1/3] Step 44/29259 | Loss 1.8064 (avg 1.9264) | Elapsed 13s | ETA 2h 24m 35s | Samples/s 54
[Epoch 1/3] Step 45/29259 | Loss 1.9894 (avg 1.9278) | Elapsed 13s | ETA 2h 24m 9s | Samples/s 54
[Epoch 1/3] Step 46/29259 | Loss 2.0255 (avg 1.9299) | Elapsed 13s | ETA 2h 23m 45s | Samples/s 54
[Epoch 1/3] Step 47/29259 | Loss 1.7724 (avg 1.9266) | Elapsed 13s | ETA 2h 23m 20s | Samples/s 54
[Epoch 1/3] Step 48/29259 | Loss 1.9551 (avg 1.9272) | Elapsed 14s | ETA 2h 23m 0s | Samples/s 54
[Epoch 1/3] Step 49/29259 | Loss 1.8498 (avg 1.9256) | Elapsed 14s | ETA 2h 22m 38s | Samples/s 55
[Epoch 1/3] Step 50/29259 | Loss 1.5833 (avg 1.9188) | Elapsed 14s | ETA 2h 22m 22s | Samples/s 55
[Epoch 1/3] Step 51/29259 | Loss 1.9614 (avg 1.9196) | Elapsed 14s | ETA 2h 22m 1s | Samples/s 55
[Epoch 1/3] Step 52/29259 | Loss 1.9160 (avg 1.9195) | Elapsed 15s | ETA 2h 21m 43s | Samples/s 55
[Epoch 1/3] Step 53/29259 | Loss 1.8628 (avg 1.9185) | Elapsed 15s | ETA 2h 21m 25s | Samples/s 55
[Epoch 1/3] Step 131/29259 | Loss 1.8349 (avg 1.8825) | Elapsed 35s | ETA 2h 11m 55s | Samples/s 59
[Epoch 1/3] Step 132/29259 | Loss 1.7907 (avg 1.8818) | Elapsed 35s | ETA 2h 11m 52s | Samples/s 59
[Epoch 1/3] Step 133/29259 | Loss 1.7792 (avg 1.8810) | Elapsed 36s | ETA 2h 11m 49s | Samples/s 59
[Epoch 1/3] Step 134/29259 | Loss 1.8766 (avg 1.8810) | Elapsed 36s | ETA 2h 11m 47s | Samples/s 59
[Epoch 1/3] Step 135/29259 | Loss 1.6836 (avg 1.8795) | Elapsed 36s | ETA 2h 11m 44s | Samples/s 59
[Epoch 1/3] Step 136/29259 | Loss 1.8370 (avg 1.8792) | Elapsed 36s | ETA 2h 11m 41s | Samples/s 59
[Epoch 1/3] Step 137/29259 | Loss 1.7987 (avg 1.8786) | Elapsed 37s | ETA 2h 11m 39s | Samples/s 59
[Epoch 1/3] Step 138/29259 | Loss 1.8435 (avg 1.8784) | Elapsed 37s | ETA 2h 11m 36s | Samples/s 59
[Epoch 1/3] Step 139/29259 | Loss 1.7330 (avg 1.8773) | Elapsed 37s | ETA 2h 11m 33s | Samples/s 59
[Epoch 1/3] Step 140/29259 | Loss 1.8611 (avg 1.8772) | Elapsed 37s | ETA 2h 11m 30s | Samples/s 59
[Epoch 1/3] Step 141/29259 | Loss 1.7967 (avg 1.8767) | Elapsed 38s | ETA 2h 11m 27s | Samples/s 59
[Epoch 1/3] Step 142/29259 | Loss 1.7822 (avg 1.8760) | Elapsed 38s | ETA 2h 11m 25s | Samples/s 59
[Epoch 1/3] Step 143/29259 | Loss 1.7994 (avg 1.8755) | Elapsed 38s | ETA 2h 11m 22s | Samples/s 59
[Epoch 1/3] Step 144/29259 | Loss 1.6838 (avg 1.8741) | Elapsed 38s | ETA 2h 11m 20s | Samples/s 59
[Epoch 1/3] Step 145/29259 | Loss 1.7866 (avg 1.8735) | Elapsed 39s | ETA 2h 11m 18s | Samples/s 59
[Epoch 1/3] Step 146/29259 | Loss 2.0086 (avg 1.8745) | Elapsed 39s | ETA 2h 11m 15s | Samples/s 59
[Epoch 1/3] Step 147/29259 | Loss 1.8191 (avg 1.8741) | Elapsed 39s | ETA 2h 11m 13s | Samples/s 59
[Epoch 1/3] Step 148/29259 | Loss 1.8809 (avg 1.8741) | Elapsed 40s | ETA 2h 11m 11s | Samples/s 59
[Epoch 1/3] Step 149/29259 | Loss 1.9379 (avg 1.8745) | Elapsed 40s | ETA 2h 11m 9s | Samples/s 59
[Epoch 1/3] Step 150/29259 | Loss 1.8728 (avg 1.8745) | Elapsed 40s | ETA 2h 11m 7s | Samples/s 59
[Epoch 1/3] Step 151/29259 | Loss 2.1007 (avg 1.8760) | Elapsed 40s | ETA 2h 11m 5s | Samples/s 59
[Epoch 1/3] Step 152/29259 | Loss 1.9702 (avg 1.8767) | Elapsed 41s | ETA 2h 11m 3s | Samples/s 59
[Epoch 1/3] Step 153/29259 | Loss 1.7896 (avg 1.8761) | Elapsed 41s | ETA 2h 11m 0s | Samples/s 59
[Epoch 1/3] Step 154/29259 | Loss 1.6530 (avg 1.8746) | Elapsed 41s | ETA 2h 10m 58s | Samples/s 59
[Epoch 1/3] Step 155/29259 | Loss 2.0218 (avg 1.8756) | Elapsed 41s | ETA 2h 10m 55s | Samples/s 59
[Epoch 1/3] Step 156/29259 | Loss 1.8411 (avg 1.8754) | Elapsed 42s | ETA 2h 10m 53s | Samples/s 59
[Epoch 1/3] Step 157/29259 | Loss 2.1848 (avg 1.8773) | Elapsed 42s | ETA 2h 10m 51s | Samples/s 59
[Epoch 1/3] Step 158/29259 | Loss 1.9913 (avg 1.8781) | Elapsed 42s | ETA 2h 10m 49s | Samples/s 59
[Epoch 1/3] Step 159/29259 | Loss 1.8116 (avg 1.8776) | Elapsed 42s | ETA 2h 10m 47s | Samples/s 59
[Epoch 1/3] Step 160/29259 | Loss 1.8694 (avg 1.8776) | Elapsed 43s | ETA 2h 10m 47s | Samples/s 59
[Epoch 1/3] Step 161/29259 | Loss 1.8103 (avg 1.8772) | Elapsed 43s | ETA 2h 10m 45s | Samples/s 59
[Epoch 1/3] Step 162/29259 | Loss 1.8168 (avg 1.8768) | Elapsed 43s | ETA 2h 10m 44s | Samples/s 59
[Epoch 1/3] Step 163/29259 | Loss 1.8156 (avg 1.8764) | Elapsed 43s | ETA 2h 10m 41s | Samples/s 59
[Epoch 1/3] Step 164/29259 | Loss 1.8168 (avg 1.8761) | Elapsed 44s | ETA 2h 10m 39s | Samples/s 59
[Epoch 1/3] Step 165/29259 | Loss 1.7757 (avg 1.8754) | Elapsed 44s | ETA 2h 10m 37s | Samples/s 59
[Epoch 1/3] Step 166/29259 | Loss 1.8855 (avg 1.8755) | Elapsed 44s | ETA 2h 10m 34s | Samples/s 59
[Epoch 1/3] Step 167/29259 | Loss 1.8145 (avg 1.8751) | Elapsed 44s | ETA 2h 10m 33s | Samples/s 59
[Epoch 1/3] Step 168/29259 | Loss 1.7994 (avg 1.8747) | Elapsed 45s | ETA 2h 10m 30s | Samples/s 59
[Epoch 1/3] Step 169/29259 | Loss 1.8521 (avg 1.8746) | Elapsed 45s | ETA 2h 10m 28s | Samples/s 59
[Epoch 1/3] Step 170/29259 | Loss 1.7753 (avg 1.8740) | Elapsed 45s | ETA 2h 10m 26s | Samples/s 59
[Epoch 1/3] Step 171/29259 | Loss 1.8681 (avg 1.8739) | Elapsed 45s | ETA 2h 10m 24s | Samples/s 59
[Epoch 1/3] Step 172/29259 | Loss 1.9561 (avg 1.8744) | Elapsed 46s | ETA 2h 10m 23s | Samples/s 59
[Epoch 1/3] Step 173/29259 | Loss 1.8408 (avg 1.8742) | Elapsed 46s | ETA 2h 10m 21s | Samples/s 59
[Epoch 1/3] Step 174/29259 | Loss 1.8921 (avg 1.8743) | Elapsed 46s | ETA 2h 10m 22s | Samples/s 59
[Epoch 1/3] Step 175/29259 | Loss 2.0289 (avg 1.8752) | Elapsed 47s | ETA 2h 10m 20s | Samples/s 60
[Epoch 1/3] Step 176/29259 | Loss 1.7945 (avg 1.8748) | Elapsed 47s | ETA 2h 10m 19s | Samples/s 60
[Epoch 1/3] Step 177/29259 | Loss 1.7425 (avg 1.8740) | Elapsed 47s | ETA 2h 10m 17s | Samples/s 60
[Epoch 1/3] Step 178/29259 | Loss 1.8405 (avg 1.8738) | Elapsed 47s | ETA 2h 10m 15s | Samples/s 60
[Epoch 1/3] Step 179/29259 | Loss 1.8826 (avg 1.8739) | Elapsed 48s | ETA 2h 10m 14s | Samples/s 60
[Epoch 1/3] Step 180/29259 | Loss 1.7861 (avg 1.8734) | Elapsed 48s | ETA 2h 10m 12s | Samples/s 60
[Epoch 1/3] Step 181/29259 | Loss 1.8293 (avg 1.8731) | Elapsed 48s | ETA 2h 10m 10s | Samples/s 60
[Epoch 1/3] Step 182/29259 | Loss 1.9261 (avg 1.8734) | Elapsed 48s | ETA 2h 10m 9s | Samples/s 60
[Epoch 1/3] Step 183/29259 | Loss 1.8423 (avg 1.8733) | Elapsed 49s | ETA 2h 10m 7s | Samples/s 60
[Epoch 1/3] Step 184/29259 | Loss 1.9408 (avg 1.8736) | Elapsed 49s | ETA 2h 10m 6s | Samples/s 60
[Epoch 1/3] Step 185/29259 | Loss 1.8227 (avg 1.8733) | Elapsed 49s | ETA 2h 10m 6s | Samples/s 60
[Epoch 1/3] Step 186/29259 | Loss 1.7455 (avg 1.8727) | Elapsed 49s | ETA 2h 10m 5s | Samples/s 60
[Epoch 1/3] Step 187/29259 | Loss 1.6916 (avg 1.8717) | Elapsed 50s | ETA 2h 10m 3s | Samples/s 60
[Epoch 1/3] Step 188/29259 | Loss 1.8234 (avg 1.8714) | Elapsed 50s | ETA 2h 10m 1s | Samples/s 60
[Epoch 1/3] Step 189/29259 | Loss 1.8225 (avg 1.8712) | Elapsed 50s | ETA 2h 10m 0s | Samples/s 60
[Epoch 1/3] Step 190/29259 | Loss 1.6719 (avg 1.8701) | Elapsed 50s | ETA 2h 9m 59s | Samples/s 60
[Epoch 1/3] Step 191/29259 | Loss 1.8165 (avg 1.8698) | Elapsed 51s | ETA 2h 9m 57s | Samples/s 60
[Epoch 1/3] Step 192/29259 | Loss 1.9013 (avg 1.8700) | Elapsed 51s | ETA 2h 9m 56s | Samples/s 60
[Epoch 1/3] Step 193/29259 | Loss 1.8293 (avg 1.8698) | Elapsed 51s | ETA 2h 9m 54s | Samples/s 60
[Epoch 1/3] Step 194/29259 | Loss 1.8300 (avg 1.8696) | Elapsed 52s | ETA 2h 9m 53s | Samples/s 60
[Epoch 1/3] Step 195/29259 | Loss 1.6654 (avg 1.8685) | Elapsed 52s | ETA 2h 9m 51s | Samples/s 60
[Epoch 1/3] Step 196/29259 | Loss 1.7735 (avg 1.8681) | Elapsed 52s | ETA 2h 9m 50s | Samples/s 60
[Epoch 1/3] Step 197/29259 | Loss 1.7607 (avg 1.8675) | Elapsed 52s | ETA 2h 9m 48s | Samples/s 60
[Epoch 1/3] Step 198/29259 | Loss 2.0268 (avg 1.8683) | Elapsed 53s | ETA 2h 9m 49s | Samples/s 60
[Epoch 1/3] Step 199/29259 | Loss 1.8146 (avg 1.8681) | Elapsed 53s | ETA 2h 9m 48s | Samples/s 60
[Epoch 1/3] Step 200/29259 | Loss 1.7823 (avg 1.8676) | Elapsed 53s | ETA 2h 9m 46s | Samples/s 60
[Epoch 1/3] Step 201/29259 | Loss 1.9622 (avg 1.8681) | Elapsed 53s | ETA 2h 9m 45s | Samples/s 60
[Epoch 1/3] Step 202/29259 | Loss 1.7617 (avg 1.8676) | Elapsed 54s | ETA 2h 9m 44s | Samples/s 60
[Epoch 1/3] Step 203/29259 | Loss 1.8282 (avg 1.8674) | Elapsed 54s | ETA 2h 9m 43s | Samples/s 60
[Epoch 1/3] Step 204/29259 | Loss 1.7032 (avg 1.8666) | Elapsed 54s | ETA 2h 9m 41s | Samples/s 60
[Epoch 1/3] Step 205/29259 | Loss 1.7843 (avg 1.8662) | Elapsed 54s | ETA 2h 9m 41s | Samples/s 60
[Epoch 1/3] Step 206/29259 | Loss 1.8969 (avg 1.8663) | Elapsed 55s | ETA 2h 9m 41s | Samples/s 60
[Epoch 1/3] Step 207/29259 | Loss 1.9710 (avg 1.8668) | Elapsed 55s | ETA 2h 9m 41s | Samples/s 60
[Epoch 1/3] Step 208/29259 | Loss 1.6558 (avg 1.8658) | Elapsed 55s | ETA 2h 9m 39s | Samples/s 60
[Epoch 1/3] Step 209/29259 | Loss 1.8913 (avg 1.8659) | Elapsed 55s | ETA 2h 9m 37s | Samples/s 60
[Epoch 1/3] Step 210/29259 | Loss 1.7472 (avg 1.8654) | Elapsed 56s | ETA 2h 9m 38s | Samples/s 60
[Epoch 1/3] Step 211/29259 | Loss 1.6886 (avg 1.8645) | Elapsed 56s | ETA 2h 9m 37s | Samples/s 60
[Epoch 1/3] Step 212/29259 | Loss 1.8827 (avg 1.8646) | Elapsed 56s | ETA 2h 9m 36s | Samples/s 60
[Epoch 1/3] Step 213/29259 | Loss 2.0487 (avg 1.8655) | Elapsed 57s | ETA 2h 9m 35s | Samples/s 60
[Epoch 1/3] Step 214/29259 | Loss 1.8660 (avg 1.8655) | Elapsed 57s | ETA 2h 9m 33s | Samples/s 60
[Epoch 1/3] Step 215/29259 | Loss 1.9861 (avg 1.8660) | Elapsed 57s | ETA 2h 9m 32s | Samples/s 60
[Epoch 1/3] Step 216/29259 | Loss 1.9475 (avg 1.8664) | Elapsed 57s | ETA 2h 9m 31s | Samples/s 60
[Epoch 1/3] Step 217/29259 | Loss 1.7999 (avg 1.8661) | Elapsed 58s | ETA 2h 9m 32s | Samples/s 60
[Epoch 1/3] Step 218/29259 | Loss 1.8430 (avg 1.8660) | Elapsed 58s | ETA 2h 9m 31s | Samples/s 60
[Epoch 1/3] Step 219/29259 | Loss 1.7044 (avg 1.8653) | Elapsed 58s | ETA 2h 9m 29s | Samples/s 60
[Epoch 1/3] Step 220/29259 | Loss 1.8367 (avg 1.8651) | Elapsed 58s | ETA 2h 9m 29s | Samples/s 60
[Epoch 1/3] Step 221/29259 | Loss 1.8920 (avg 1.8653) | Elapsed 59s | ETA 2h 9m 27s | Samples/s 60
[Epoch 1/3] Step 222/29259 | Loss 1.9864 (avg 1.8658) | Elapsed 59s | ETA 2h 9m 26s | Samples/s 60
[Epoch 1/3] Step 223/29259 | Loss 1.7651 (avg 1.8654) | Elapsed 59s | ETA 2h 9m 25s | Samples/s 60
[Epoch 1/3] Step 224/29259 | Loss 1.6816 (avg 1.8645) | Elapsed 59s | ETA 2h 9m 24s | Samples/s 60
[Epoch 1/3] Step 225/29259 | Loss 1.7490 (avg 1.8640) | Elapsed 1m 0s | ETA 2h 9m 23s | Samples/s 60
[Epoch 1/3] Step 226/29259 | Loss 1.9628 (avg 1.8645) | Elapsed 1m 0s | ETA 2h 9m 24s | Samples/s 60
[Epoch 1/3] Step 227/29259 | Loss 1.6859 (avg 1.8637) | Elapsed 1m 0s | ETA 2h 9m 22s | Samples/s 60
[Epoch 1/3] Step 228/29259 | Loss 1.8899 (avg 1.8638) | Elapsed 1m 0s | ETA 2h 9m 22s | Samples/s 60
[Epoch 1/3] Step 229/29259 | Loss 1.9373 (avg 1.8641) | Elapsed 1m 1s | ETA 2h 9m 21s | Samples/s 60
[Epoch 1/3] Step 230/29259 | Loss 1.7963 (avg 1.8638) | Elapsed 1m 1s | ETA 2h 9m 20s | Samples/s 60
[Epoch 1/3] Step 231/29259 | Loss 1.7985 (avg 1.8635) | Elapsed 1m 1s | ETA 2h 9m 19s | Samples/s 60
[Epoch 1/3] Step 232/29259 | Loss 1.5989 (avg 1.8624) | Elapsed 1m 2s | ETA 2h 9m 18s | Samples/s 60
[Epoch 1/3] Step 233/29259 | Loss 1.9688 (avg 1.8628) | Elapsed 1m 2s | ETA 2h 9m 18s | Samples/s 60
[Epoch 1/3] Step 234/29259 | Loss 1.5538 (avg 1.8615) | Elapsed 1m 2s | ETA 2h 9m 16s | Samples/s 60
[Epoch 1/3] Step 235/29259 | Loss 1.7929 (avg 1.8612) | Elapsed 1m 2s | ETA 2h 9m 15s | Samples/s 60
[Epoch 1/3] Step 236/29259 | Loss 1.8262 (avg 1.8611) | Elapsed 1m 3s | ETA 2h 9m 14s | Samples/s 60
[Epoch 1/3] Step 237/29259 | Loss 1.6041 (avg 1.8600) | Elapsed 1m 3s | ETA 2h 9m 13s | Samples/s 60
[Epoch 1/3] Step 238/29259 | Loss 1.6981 (avg 1.8593) | Elapsed 1m 3s | ETA 2h 9m 12s | Samples/s 60
[Epoch 1/3] Step 239/29259 | Loss 1.8596 (avg 1.8593) | Elapsed 1m 3s | ETA 2h 9m 11s | Samples/s 60
[Epoch 1/3] Step 240/29259 | Loss 1.7098 (avg 1.8587) | Elapsed 1m 4s | ETA 2h 9m 11s | Samples/s 60
[Epoch 1/3] Step 241/29259 | Loss 2.0133 (avg 1.8593) | Elapsed 1m 4s | ETA 2h 9m 10s | Samples/s 60
[Epoch 1/3] Step 242/29259 | Loss 1.6754 (avg 1.8586) | Elapsed 1m 4s | ETA 2h 9m 9s | Samples/s 60
[Epoch 1/3] Step 243/29259 | Loss 1.9377 (avg 1.8589) | Elapsed 1m 4s | ETA 2h 9m 8s | Samples/s 60
[Epoch 1/3] Step 244/29259 | Loss 1.8974 (avg 1.8591) | Elapsed 1m 5s | ETA 2h 9m 7s | Samples/s 60
[Epoch 1/3] Step 245/29259 | Loss 1.9204 (avg 1.8593) | Elapsed 1m 5s | ETA 2h 9m 6s | Samples/s 60
[Epoch 1/3] Step 246/29259 | Loss 1.9258 (avg 1.8596) | Elapsed 1m 5s | ETA 2h 9m 6s | Samples/s 60
[Epoch 1/3] Step 247/29259 | Loss 1.8141 (avg 1.8594) | Elapsed 1m 5s | ETA 2h 9m 5s | Samples/s 60
[Epoch 1/3] Step 248/29259 | Loss 1.6952 (avg 1.8587) | Elapsed 1m 6s | ETA 2h 9m 4s | Samples/s 60
[Epoch 1/3] Step 249/29259 | Loss 1.6944 (avg 1.8581) | Elapsed 1m 6s | ETA 2h 9m 4s | Samples/s 60
[Epoch 1/3] Step 250/29259 | Loss 1.8093 (avg 1.8579) | Elapsed 1m 6s | ETA 2h 9m 3s | Samples/s 60
[Epoch 1/3] Step 251/29259 | Loss 1.6883 (avg 1.8572) | Elapsed 1m 6s | ETA 2h 9m 2s | Samples/s 60
[Epoch 1/3] Step 252/29259 | Loss 1.7820 (avg 1.8569) | Elapsed 1m 7s | ETA 2h 9m 2s | Samples/s 60
[Epoch 1/3] Step 253/29259 | Loss 1.6916 (avg 1.8563) | Elapsed 1m 7s | ETA 2h 9m 2s | Samples/s 60
[Epoch 1/3] Step 254/29259 | Loss 1.9324 (avg 1.8566) | Elapsed 1m 7s | ETA 2h 9m 1s | Samples/s 60
[Epoch 1/3] Step 255/29259 | Loss 1.5960 (avg 1.8555) | Elapsed 1m 8s | ETA 2h 9m 0s | Samples/s 60
[Epoch 1/3] Step 256/29259 | Loss 1.9520 (avg 1.8559) | Elapsed 1m 8s | ETA 2h 8m 59s | Samples/s 60
[Epoch 1/3] Step 257/29259 | Loss 1.8446 (avg 1.8559) | Elapsed 1m 8s | ETA 2h 8m 58s | Samples/s 60
